Book,Tag,Year,Decade,Century
"The scripture alphabet for children","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"Goldfish at school","blue",1824,"1820s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"ABC Eatables","blue",1877,"1870s",19
"The Adventures of ABC","blue",1900,"1900s",20
"Goop Tales","blue",1904,"1900s",20
"Goop Tales","blue",1904,"1900s",20
"Goop Tales","blue",1904,"1900s",20
"Wrights Alphabet Book","blue",1904,"1900s",20
"Osbourne's pictorial alphabet","blue",1835,"1830s",19
"Osbourne's pictorial alphabet","blue",1835,"1830s",19
"Osbourne's pictorial alphabet","blue",1835,"1830s",19
"Osbourne's pictorial alphabet","blue",1835,"1830s",19
"Osbourne's pictorial alphabet","blue",1835,"1830s",19
"The Adventurous Billy and Betty","blue",1923,"1920s",20
"The Adventurous Billy and Betty","blue",1923,"1920s",20
"Bowden's ABC Book of India","blue",1900,"1900s",20
"Bowden's ABC Book of India","blue",1900,"1900s",20
"Bowden's ABC Book of India","blue",1900,"1900s",20
"R. Cruikshank's comic alphabet","blue",1840,"1840s",19
"The Anti-Slavery Alphabet","blue",1847,"1840s",19
"Tom Thumb's alphabet","blue",1836,"1830s",19
"Tom Thumb's alphabet","blue",1836,"1830s",19
"Tom Thumb's alphabet","blue",1836,"1830s",19
"Tom Thumb's alphabet","blue",1836,"1830s",19
"Tom Thumb's alphabet","blue",1836,"1830s",19
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"A Naval Alphabet","blue",1900,"1900s",20
"Edward Lear's ABC","blue",1913,"1910s",20
"Handtalk","blue",1974,"1970s",20
"Handtalk","blue",1974,"1970s",20
"Handtalk","blue",1974,"1970s",20
"Handtalk","blue",1974,"1970s",20
"Handtalk","blue",1974,"1970s",20
"Handtalk","blue",1974,"1970s",20
"Handtalk","blue",1974,"1970s",20
"Handtalk","blue",1974,"1970s",20
"Afro-Bets","blue",1987,"1980s",20
"Afro-Bets","blue",1987,"1980s",20
"Afro-Bets","blue",1987,"1980s",20
"Afro-Bets","blue",1987,"1980s",20
"ABC Jingles","blue",1920,"1920s",20
"The alphabet of Goody Two Shoes","blue",1820,"1820s",19
"The alphabet of Goody Two Shoes","blue",1820,"1820s",19
"The alphabet of Goody Two Shoes","blue",1820,"1820s",19
"The Bandit Bunny Alphabet and other stories","bowtie",1901,"1900s",20
"Little Folks' ABC","bowtie",1923,"1920s",20
"The Teddy Bear ABC","bowtie",1907,"1900s",20
"The Teddy Bear ABC","bowtie",1907,"1900s",20
"Mother's Picture Alphabet","bowtie",1850,"1850s",19
"The Union Label Alphabet for Little and Big Children","bowtie",1905,"1900s",20
"The Union Label Alphabet for Little and Big Children","bowtie",1905,"1900s",20
"The Union Label Alphabet for Little and Big Children","bowtie",1905,"1900s",20
"The Union Label Alphabet for Little and Big Children","bowtie",1905,"1900s",20
"The Twins ABC","bowtie",1904,"1900s",20
"An ABC","bowtie",1902,"1900s",20
"An ABC","bowtie",1902,"1900s",20
"An ABC","bowtie",1902,"1900s",20
"The Modern ABC Book","bowtie",1930,"1930s",20
"The Modern ABC Book","bowtie",1930,"1930s",20
"Afro-Bets","bowtie",1987,"1980s",20
"Afro-Bets","bowtie",1987,"1980s",20
"Afro-Bets","bowtie",1987,"1980s",20
"Afro-Bets","bowtie",1987,"1980s",20
"The Teddy Bear ABC","blackboard",1907,"1900s",20
"The Teddy Bear ABC","blackboard",1907,"1900s",20
"The Teddy Bear ABC","blackboard",1907,"1900s",20
"The Teddy Bear ABC","blackboard",1907,"1900s",20
"The Teddy Bear ABC","blackboard",1907,"1900s",20
"The Teddy Bear ABC","blackboard",1907,"1900s",20
"The Union ABC","color",1860,"1860s",19
"The Union ABC","color",1860,"1860s",19
"Barnum and Jumbo's ABC","color",1880,"1880s",19
"Barnum and Jumbo's ABC","color",1880,"1880s",19
"Arthur's Book of Alphabets","color",1865,"1860s",19
"The Bandit Bunny Alphabet and other stories","color",1901,"1900s",20
"Little Folks' ABC","color",1923,"1920s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Teddy Bear ABC","color",1907,"1900s",20
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"The Bicycle ABC","color",1890,"1890s",19
"A Bizarre Company","color",1917,"1910s",20
"An Alphabet of Fairy Tales","color",1920,"1920s",20
"An Alphabet for Boys & Girls","color",1926,"1920s",20
"ABC and the Children of Many Nations","color",1916,"1910s",20
"ABC and the Children of Many Nations","color",1916,"1910s",20
"An ABC","color",1902,"1900s",20
"The Modern ABC Book","color",1930,"1930s",20
"The Modern ABC Book","color",1930,"1930s",20
"The Children's Moral Alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"The infant's posture alphabet","color",1879,"1870s",19
"Goldfish at school","color",1879,"1870s",19
"Goldfish at school","color",1879,"1870s",19
"Goldfish at school","color",1879,"1870s",19
"Goldfish at school","color",1879,"1870s",19
"ABC Eatables","color",1877,"1870s",19
"ABC Eatables","color",1877,"1870s",19
"ABC Eatables","color",1877,"1870s",19
"The Adventures of ABC","color",1900,"1900s",20
"The Adventures of ABC","color",1900,"1900s",20
"The Adventures of ABC","color",1900,"1900s",20
"The Adventures of ABC","color",1900,"1900s",20
"The Adventures of ABC","color",1900,"1900s",20
"Wrights Alphabet Book","color",1900,"1900s",20
"Wrights Alphabet Book","color",1900,"1900s",20
"Wrights Alphabet Book","color",1900,"1900s",20
"Bowden's ABC Book of India","color",1900,"1900s",20
"Bowden's ABC Book of India","color",1900,"1900s",20
"Bowden's ABC Book of India","color",1900,"1900s",20
"The Keith ABC for children","color",1906,"1900s",20
"The Keith ABC for children","color",1906,"1900s",20
"R. Cruikshank's comic alphabet","color",1840,"1840s",19
"R. Cruikshank's comic alphabet","color",1840,"1840s",19
"R. Cruikshank's comic alphabet","color",1840,"1840s",19
"R. Cruikshank's comic alphabet","color",1840,"1840s",19
"The Anti-Slavery Alphabet","color",1847,"1840s",19
"Tom Thumb's alphabet","color",1836,"1830s",19
"Tom Thumb's alphabet","color",1836,"1830s",19
"Tom Thumb's alphabet","color",1836,"1830s",19
"Tom Thumb's alphabet","color",1836,"1830s",19
"Tom Thumb's alphabet","color",1836,"1830s",19
"Tom Thumb's alphabet","color",1836,"1830s",19
"Tom Thumb's alphabet","color",1836,"1830s",19
"A Naval Alphabet","color",1900,"1900s",20
"A Naval Alphabet","color",1900,"1900s",20
"A Naval Alphabet","color",1900,"1900s",20
"A Naval Alphabet","color",1900,"1900s",20
"Edward Lear's ABC","color",1913,"1910s",20
"Edward Lear's ABC","color",1913,"1910s",20
"Handtalk","color",1974,"1970s",20
"Handtalk","color",1974,"1970s",20
"Handtalk","color",1974,"1970s",20
"Handtalk","color",1974,"1970s",20
"Handtalk","color",1974,"1970s",20
"Handtalk","color",1974,"1970s",20
"Afro-Bets","color",1987,"1980s",20
"Afro-Bets","color",1987,"1980s",20
"Afro-Bets","color",1987,"1980s",20
"Afro-Bets","color",1987,"1980s",20
"ABC Jingles","color",1920,"1920s",20
"The alphabet of Goody Two Shoes","color",1820,"1820s",19
"The alphabet of Goody Two Shoes","color",1820,"1820s",19
"The alphabet of Goody Two Shoes","color",1820,"1820s",19
"The alphabet of Goody Two Shoes","color",1820,"1820s",19
"The alphabet of Goody Two Shoes","color",1820,"1820s",19
"The alphabet of Goody Two Shoes","color",1820,"1820s",19
"The alphabet of Goody Two Shoes","color",1820,"1820s",19
"The Union ABC","teaching",1860,"1860s",19
"The Union ABC","teaching",1860,"1860s",19
"Arthur's Book of Alphabets","teaching",1865,"1860s",19
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"The Teddy Bear ABC","teaching",1907,"1900s",20
"Mother's Picture Alphabet","teaching",1850,"1850s",19
"Mother's Picture Alphabet","teaching",1850,"1850s",19
"The Bicycle ABC","teaching",1890,"1890s",19
"The Bicycle ABC","teaching",1890,"1890s",19
"The Bicycle ABC","teaching",1890,"1890s",19
"A Bizarre Company","teaching",1917,"1910s",20
"Babes of the Empire from A to Z","teaching",1902,"1900s",20
"An Alphabet for Boys & Girls","teaching",1926,"1920s",20
"Mavor's Illustrated Primer","teaching",1871,"1870s",19
"Mavor's Illustrated Primer","teaching",1871,"1870s",19
"Mavor's Illustrated Primer","teaching",1871,"1870s",19
"An ABC","teaching",1902,"1900s",20
"The Children's Moral Alphabet","teaching",1879,"1870s",19
"The Children's Moral Alphabet","teaching",1879,"1870s",19
"The Children's Moral Alphabet","teaching",1879,"1870s",19
"The Children's Moral Alphabet","teaching",1879,"1870s",19
"The Children's Moral Alphabet","teaching",1879,"1870s",19
"The Children's Moral Alphabet","teaching",1879,"1870s",19
"The Children's Moral Alphabet","teaching",1879,"1870s",19
"Old Aunt Elspa's ABC","teaching",1884,"1880s",19
"The invited alphabet","teaching",1884,"1880s",19
"The Adventures of ABC","teaching",1900,"1900s",20
"The Adventures of ABC","teaching",1900,"1900s",20
"The Adventures of ABC","teaching",1900,"1900s",20
"ABC Health Cards","teaching",1915,"1910s",20
"ABC Health Cards","teaching",1915,"1910s",20
"The Keith ABC for children","teaching",1906,"1900s",20
"The Anti-Slavery Alphabet","teaching",1847,"1840s",19
"Take your choice!","teaching",1822,"1820s",19
"A Naval Alphabet","teaching",1900,"1900s",20
"A Canadian child's ABC","teaching",1931,"1930s",20
"A Canadian child's ABC","teaching",1931,"1930s",20
"Handtalk","teaching",1974,"1970s",20
"ABC Jingles","teaching",1920,"1920s",20
"The alphabet of Goody Two Shoes","teaching",1820,"1820s",19
"The alphabet of Goody Two Shoes","teaching",1820,"1820s",19
"The alphabet of Goody Two Shoes","teaching",1820,"1820s",19
"Barnum and Jumbo's ABC","ram",1880,"1880s",19
"Barnum and Jumbo's ABC","ram",1880,"1880s",19
"Barnum and Jumbo's ABC","ram",1880,"1880s",19
"Mother's Picture Alphabet","ram",1850,"1850s",19
"Mother's Picture Alphabet","ram",1850,"1850s",19
"Laugh and Learn ABC Book","ram",1900,"1900s",20
"Laugh and Learn ABC Book","ram",1900,"1900s",20
"Mavor's Illustrated Primer","ram",1871,"1870s",19
"Mavor's Illustrated Primer","ram",1871,"1870s",19
"R. Cruikshank's comic alphabet","ram",1840,"1840s",19
"Take your choice!","ram",1822,"1820s",19
"ABC Jingles","ram",1920,"1920s",20
"ABC Jingles","ram",1920,"1920s",20
"The Teddy Bear ABC","motherhood",1907,"1900s",20
"Mother's Picture Alphabet","motherhood",1850,"1850s",19
"Mother's Picture Alphabet","motherhood",1850,"1850s",19
"Mother's Picture Alphabet","motherhood",1850,"1850s",19
"The Children's Moral Alphabet","motherhood",1879,"1870s",19
"The Anti-Slavery Alphabet","motherhood",1847,"1840s",19
"ABC Jingles","motherhood",1920,"1920s",20
"The Bandit Bunny Alphabet and other stories","Rest",1901,"1900s",20
"The Teddy Bear ABC","Rest",1907,"1900s",20
"The Bicycle ABC","Rest",1890,"1890s",19
"A Bizarre Company","Rest",1917,"1910s",20
"The Twins ABC","Rest",1904,"1900s",20
"ABC Health Cards","Rest",1915,"1910s",20
"ABC Health Cards","Rest",1915,"1910s",20
"ABC Health Cards","Rest",1915,"1910s",20
"ABC Health Cards","Rest",1915,"1910s",20
"ABC Health Cards","Rest",1915,"1910s",20
"Goop Tales","Rest",1904,"1900s",20
"Bowden's ABC Book of India","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"A Naval Alphabet","Rest",1900,"1900s",20
"The child's alphabet","Rest",1805,"1810s",19
"Afro-Bets","Rest",1987,"1980s",20
"Afro-Bets","Rest",1987,"1980s",20
"The alphabet of Goody Two Shoes","Rest",1820,"1820s",19
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"A Naval Alphabet","Hammock",1900,"1900s",20
"Barnum and Jumbo's ABC","culture",1880,"1880s",19
"Little Folks' ABC","culture",1923,"1920s",20
"Little Folks' ABC","culture",1923,"1920s",20
"Little Folks' ABC","culture",1923,"1920s",20
"An Alphabet of Fairy Tales","culture",1920,"1920s",20
"An Alphabet of Fairy Tales","culture",1920,"1920s",20
"Babes of the Empire from A to Z","culture",1902,"1900s",20
"Babes of the Empire from A to Z","culture",1902,"1900s",20
"Tony Sarg's Alphabet","culture",1926,"1920s",20
"Tony Sarg's Alphabet","culture",1926,"1920s",20
"Tony Sarg's Alphabet","culture",1926,"1920s",20
"Tony Sarg's Alphabet","culture",1926,"1920s",20
"The Union Label Alphabet for Little and Big Children","culture",1905,"1900s",20
"An Alphabet for Boys & Girls","culture",1926,"1920s",20
"An Alphabet for Boys & Girls","culture",1926,"1920s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"ABC and the Children of Many Nations","culture",1916,"1910s",20
"The Modern ABC Book","culture",1930,"1930s",20
"The Children's Moral Alphabet","culture",1879,"1870s",19
"The Children's Moral Alphabet","culture",1879,"1870s",19
"The Adventures of ABC","culture",1900,"1900s",20
"The Adventures of ABC","culture",1900,"1900s",20
"The Adventures of ABC","culture",1900,"1900s",20
"The Adventures of ABC","culture",1900,"1900s",20
"The Adventures of ABC","culture",1900,"1900s",20
"The Adventures of ABC","culture",1900,"1900s",20
"The Adventures of ABC","culture",1900,"1900s",20
"ABC Health Cards","culture",1915,"1910s",20
"ABC Health Cards","culture",1915,"1910s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Bowden's ABC Book of India","culture",1900,"1900s",20
"Tom Thumb's alphabet","culture",1836,"1830s",19
"A Canadian child's ABC","culture",1931,"1930s",20
"A Canadian child's ABC","culture",1931,"1930s",20
"A Canadian child's ABC","culture",1931,"1930s",20
"A Canadian child's ABC","culture",1931,"1930s",20
"A Canadian child's ABC","culture",1931,"1930s",20
"A Canadian child's ABC","culture",1931,"1930s",20
"A Canadian child's ABC","culture",1931,"1930s",20
"The World at Home ABC","culture",1903,"1900s",20
"The World at Home ABC","culture",1903,"1900s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"Afro-Bets","culture",1987,"1980s",20
"An Alphabet of Fairy Tales","rumpelstiltskin",1920,"1920s",20
"An Alphabet of Fairy Tales","rumpelstiltskin",1920,"1920s",20
"Apple Pie","coordinated",1886,"1880s",19
"The Union ABC","unity",1860,"1860s",19
"Apple Pie","unity",1886,"1880s",19
"A Naval Alphabet","unity",1900,"1900s",20
"Afro-Bets","unity",1987,"1980s",20
"Barnum and Jumbo's ABC","Mirror",1880,"1880s",19
"An Alphabet of Fairy Tales","Mirror",1920,"1920s",20
"An Alphabet of Fairy Tales","Mirror",1920,"1920s",20
"An Alphabet of Fairy Tales","Mirror",1920,"1920s",20
"An Alphabet of Fairy Tales","Mirror",1920,"1920s",20
"An Alphabet of Fairy Tales","Mirror",1920,"1920s",20
"An Alphabet of Fairy Tales","Mirror",1920,"1920s",20
"The Twins ABC","Mirror",1904,"1900s",20
"The Twins ABC","Mirror",1904,"1900s",20
"The Twins ABC","Mirror",1904,"1900s",20
"The Twins ABC","Mirror",1904,"1900s",20
"The Twins ABC","Mirror",1904,"1900s",20
"The Twins ABC","Mirror",1904,"1900s",20
"The Twins ABC","Mirror",1904,"1900s",20
"The Children's Moral Alphabet","Mirror",1879,"1870s",19
"The Children's Moral Alphabet","Mirror",1879,"1870s",19
"The Children's Moral Alphabet","Mirror",1879,"1870s",19
"ABC Health Cards","Mirror",1915,"1910s",20
"ABC Health Cards","Mirror",1915,"1910s",20
"Goop Tales","Mirror",1904,"1900s",20
"Goop Tales","Mirror",1904,"1900s",20
"A Naval Alphabet","Mirror",1900,"1900s",20
"Mother's Picture Alphabet","ibex",1850,"1850s",19
"Mother's Picture Alphabet","ibex",1850,"1850s",19
"Laugh and Learn ABC Book","ibex",1900,"1900s",20
"Laugh and Learn ABC Book","ibex",1900,"1900s",20
"Mavor's Illustrated Primer","ibex",1871,"1870s",19
"Mavor's Illustrated Primer","ibex",1871,"1870s",19
"Mavor's Illustrated Primer","ibex",1871,"1870s",19
"Arthur's Book of Alphabets","ivy",1865,"1860s",19
"Mother's Picture Alphabet","ivy",1850,"1850s",19
"Mother's Picture Alphabet","ivy",1850,"1850s",19
"Mother's Picture Alphabet","ivy",1850,"1850s",19
"The Bicycle ABC","ivy",1890,"1890s",19
"The Twins ABC","ivy",1904,"1900s",20
"The Twins ABC","ivy",1904,"1900s",20
"Mavor's Illustrated Primer","ivy",1871,"1870s",19
"Mavor's Illustrated Primer","ivy",1871,"1870s",19
"Mavor's Illustrated Primer","ivy",1871,"1870s",19
"Mavor's Illustrated Primer","ivy",1871,"1870s",19
"An ABC","ivy",1902,"1900s",20
"ABC Health Cards","ivy",1915,"1910s",20
"Osbourne's pictorial alphabet","ivy",1835,"1830s",19
"Osbourne's pictorial alphabet","ivy",1835,"1830s",19
"Osbourne's pictorial alphabet","ivy",1835,"1830s",19
"Osbourne's pictorial alphabet","ivy",1835,"1830s",19
"Take your choice!","ivy",1822,"1820s",19
"Take your choice!","ivy",1822,"1820s",19
"Take your choice!","ivy",1822,"1820s",19
"ABC Jingles","ivy",1920,"1920s",20
"Mother's Picture Alphabet","ibis",1850,"1850s",19
"Mother's Picture Alphabet","ibis",1850,"1850s",19
"Laugh and Learn ABC Book","ibis",1900,"1900s",20
"Mavor's Illustrated Primer","ibis",1871,"1870s",19
"Mavor's Illustrated Primer","ibis",1871,"1870s",19
"Mavor's Illustrated Primer","ibis",1871,"1870s",19
"The Teddy Bear ABC","content",1907,"1900s",20
"The Teddy Bear ABC","content",1907,"1900s",20
"The Teddy Bear ABC","content",1907,"1900s",20
"The Teddy Bear ABC","content",1907,"1900s",20
"Babes of the Empire from A to Z","content",1902,"1900s",20
"The History of Apple Pie","content",1858,"1850s",19
"An Alphabet for Boys & Girls","content",1926,"1920s",20
"Apple Pie","content",1886,"1880s",19
"An ABC","content",1902,"1900s",20
"An ABC","content",1902,"1900s",20
"An ABC","content",1902,"1900s",20
"An ABC","content",1902,"1900s",20
"The Children's Moral Alphabet","content",1879,"1870s",19
"The Adventures of ABC","content",1900,"1900s",20
"A Naval Alphabet","content",1900,"1900s",20
"The Teddy Bear ABC","empty",1907,"1900s",20
"Apple Pie","empty",1886,"1880s",19
"Apple Pie","empty",1886,"1880s",19
"Apple Pie","empty",1886,"1880s",19
"An ABC","empty",1902,"1900s",20
"The Modern ABC Book","empty",1930,"1930s",20
"The Modern ABC Book","empty",1930,"1930s",20
"The Modern ABC Book","empty",1930,"1930s",20
"The Modern ABC Book","empty",1930,"1930s",20
"An Alphabet Allegorical, Alliterative & Amusing","empty",1930,"1930s",20
"The infant's posture alphabet","empty",1930,"1930s",20
"Bowden's ABC Book of India","empty",1900,"1900s",20
"The child's alphabet","empty",1805,"1810s",19
"A Canadian child's ABC","empty",1931,"1930s",20
"The alphabet of Goody Two Shoes","empty",1820,"1820s",19
"The alphabet of Goody Two Shoes","empty",1820,"1820s",19
"The alphabet of Goody Two Shoes","empty",1820,"1820s",19
"The alphabet of Goody Two Shoes","empty",1820,"1820s",19
"The alphabet of Goody Two Shoes","empty",1820,"1820s",19
"The Teddy Bear ABC","hats",1907,"1900s",20
"The Bicycle ABC","hats",1890,"1890s",19
"The Bicycle ABC","hats",1890,"1890s",19
"The Bicycle ABC","hats",1890,"1890s",19
"The Bicycle ABC","hats",1890,"1890s",19
"A Bizarre Company","hats",1917,"1910s",20
"A Bizarre Company","hats",1917,"1910s",20
"A Bizarre Company","hats",1917,"1910s",20
"An Alphabet of Fairy Tales","hats",1920,"1920s",20
"An Alphabet of Fairy Tales","hats",1920,"1920s",20
"Laugh and Learn ABC Book","hats",1900,"1900s",20
"Laugh and Learn ABC Book","hats",1900,"1900s",20
"The Twins ABC","hats",1904,"1900s",20
"Apple Pie","hats",1886,"1880s",19
"Apple Pie","hats",1886,"1880s",19
"Apple Pie","hats",1886,"1880s",19
"Apple Pie","hats",1886,"1880s",19
"Apple Pie","hats",1886,"1880s",19
"Apple Pie","hats",1886,"1880s",19
"Apple Pie","hats",1886,"1880s",19
"ABC and the Children of Many Nations","hats",1916,"1910s",20
"ABC and the Children of Many Nations","hats",1916,"1910s",20
"The Modern ABC Book","hats",1930,"1930s",20
"An Alphabet Allegorical, Alliterative & Amusing","hats",1930,"1930s",20
"An Alphabet Allegorical, Alliterative & Amusing","hats",1930,"1930s",20
"The infant's posture alphabet","hats",1930,"1930s",20
"The infant's posture alphabet","hats",1930,"1930s",20
"The Adventures of ABC","hats",1900,"1900s",20
"The Adventures of ABC","hats",1900,"1900s",20
"The Adventures of ABC","hats",1900,"1900s",20
"The Adventures of ABC","hats",1900,"1900s",20
"The Adventures of ABC","hats",1900,"1900s",20
"ABC Health Cards","hats",1915,"1910s",20
"Goop Tales","hats",1904,"1900s",20
"Goop Tales","hats",1904,"1900s",20
"Wrights Alphabet Book","hats",1904,"1900s",20
"The Adventurous Billy and Betty","hats",1923,"1920s",20
"The Keith ABC for children","hats",1906,"1900s",20
"Take your choice!","hats",1822,"1820s",19
"A Naval Alphabet","hats",1900,"1900s",20
"ABC Jingles","hats",1920,"1920s",20
"ABC Jingles","hats",1920,"1920s",20
"ABC Jingles","hats",1920,"1920s",20
"ABC Jingles","hats",1920,"1920s",20
"ABC Jingles","hats",1920,"1920s",20
"ABC Jingles","hats",1920,"1920s",20
"ABC Jingles","hats",1920,"1920s",20
"ABC Jingles","hats",1920,"1920s",20
